dep,codgeo,libgeo,population
12,12148,Montbazens,1423.0
44,44142,Remouillé,1941.0
88,88321,Neufchâteau,6580.0
02,02094,Blesmes,471.0
02,02661,Royaucourt-et-Chailvet,236.0
76,76443,Mont-Cauvaire,862.0
59,59469,Pradelles,410.0
51,51263,Fromentières,377.0
60,60277,Goincourt,1571.0
39,39550,Verges,191.0
50,50504,Saint-Louet-sur-Vire,208.0
13,13076,Plan-d'Orgon,3552.0
39,39233,Foucherans,2279.0
07,07080,Devesset,302.0
46,46177,Loubressac,505.0
02,02562,Nouvron-Vingré,201.0
49,49246,Les Ponts-de-Cé,12725.0
22,22048,Corseul,2223.0
16,16085,Chasseneuil-sur-Bonnieure,3101.0
03,03146,Limoise,172.0
16,16240,Nabinaud,99.0
12,12075,Connac,102.0
11,11276,Paziols,523.0
25,25213,Les Écorces,756.0
31,31574,Vernet,3207.0
39,39284,Lavangeot,147.0
27,27094,Bosquentin,126.0
01,01006,Ambléon,113.0
67,67328,Niedermodern,893.0
09,09186,Méras,100.0
24,24024,Bardou,45.0
31,31380,Montgeard,541.0
45,45238,Ousson-sur-Loire,687.0
80,80261,Dury,1455.0
24,24360,Sagelat,316.0
57,57188,Éguelshardt,434.0
33,33404,Sainte-Gemme,194.0
77,77321,Mousseaux-lès-Bray,661.0
64,64472,Saint-Castin,856.0
25,25143,Chay,201.0
01,01025,Bâgé-la-Ville,4065.0
27,27331,Heubécourt-Haricourt,458.0
18,18127,Lignières,1341.0
79,79183,Montravers,366.0
68,68134,Herrlisheim-près-Colmar,1878.0
80,80089,Berneuil,268.0
30,30140,Lasalle,1129.0
69,69021,Bessenay,2348.0
972,972231,Les Trois-Îlets,6964.0
26,26228,Pennes-le-Sec,28.0
17,17281,Polignac,160.0
57,57096,Boulange,2450.0
16,16293,Saint-Adjutory,493.0
81,81323,Viterbe,358.0
53,53199,Saint-Aubin-Fosse-Louvain,214.0
25,25596,Vellerot-lès-Vercel,67.0
60,60651,Ully-Saint-Georges,1911.0
59,59357,La Longueville,2065.0
33,33341,Pugnac,2392.0
87,87107,Nieul,1612.0
77,77075,Chalifert,1482.0
14,14349,Laize-la-Ville,2140.0
50,50027,Bacilly,949.0
77,77293,Misy-sur-Yonne,868.0
80,80176,Carrépuis,265.0
76,76530,Robertot,221.0
39,39060,Bois-de-Gand,58.0
65,65273,Liac,198.0
67,67070,Burbach,277.0
76,76438,Millebosc,233.0
88,88219,Greux,138.0
49,49080,Châteauneuf-sur-Sarthe,8727.0
90,90055,Grosne,327.0
54,54365,Merviller,326.0
09,09043,La Bastide-sur-l'Hers,674.0
30,30113,Fons-sur-Lussan,233.0
61,61121,Coulimer,298.0
85,85073,Corpe,1010.0
09,09291,Sentenac-d'Oust,104.0
50,50394,Périers,2334.0
74,74052,Cernex,1134.0
71,71337,Oyé,310.0
43,43134,Mézères,157.0
08,08411,Semuy,88.0
18,18188,Primelles,207.0
21,21582,Santenay,883.0
79,79229,La Rochénard,531.0
40,40284,Saint-Vincent-de-Tyrosse,7956.0
56,56090,Inzinzac-Lochrist,6571.0
61,61094,La Chapelle-au-Moine,589.0
68,68176,Largitzen,330.0
07,07031,Berrias-et-Casteljau,765.0
72,72328,Sargé-lès-le-Mans,3813.0
10,10133,Eaux-Puiseaux,254.0
25,25632,Voujeaucourt,3130.0
79,79023,Avon,62.0
76,76313,Gouy,895.0
71,71069,Bussières,586.0
12,12072,Comprégnac,223.0
55,55084,Broussey-en-Blois,56.0
30,30272,Saint-Julien-de-la-Nef,144.0
24,24008,Angoisse,591.0
34,34207,Pomérols,2148.0
91,91347,Longpont-sur-Orge,6417.0
39,39553,Le Vernois,291.0
81,81130,Lagarrigue,1789.0
37,37044,La Celle-Guenand,369.0
53,53216,Saint-Fraimbault-de-Prières,967.0
62,62009,Adinfer,284.0
51,51033,Le Baizil,260.0
04,04171,Rougon,121.0
22,22086,Kerfot,647.0
55,55248,Houdelaincourt,273.0
34,34273,Saint-Martin-de-l'Arçon,116.0
10,10365,Salon,126.0
04,04227,Vachères,303.0
45,45068,Châlette-sur-Loing,12728.0
10,10061,Brévonnes,661.0
80,80820,Warloy-Baillon,746.0
65,65375,Rabastens-de-Bigorre,1445.0
80,80687,Rubescourt,135.0
15,15189,Saint-Gérons,225.0
47,47184,Montaut,258.0
07,07270,Saint-Martin-sur-Lavezon,443.0
21,21176,Civry-en-Montagne,126.0
73,73201,Planay,441.0
67,67235,Kesseldorf,445.0
61,61260,Le Ménil-de-Briouze,534.0
65,65427,Siradan,286.0
29,29262,Saint-Sauveur,804.0
67,67283,Marmoutier,2706.0
63,63366,Saint-Jean-en-Val,349.0
67,67164,Goxwiller,835.0
06,06148,Tourrettes-sur-Loup,4092.0
02,02020,Any-Martin-Rieux,455.0
59,59182,Drincham,278.0
72,72060,La Chapelle-aux-Choux,276.0
51,51499,Saint-Mard-lès-Rouffy,156.0
54,54582,Villette,187.0
62,62036,Anvin,726.0
22,22108,Lanleff,122.0
78,78092,Bougival,9031.0
40,40197,Morcenx,4989.0
85,85292,Thouarsais-Bouildroux,775.0
24,24070,Busserolles,505.0
40,40326,Vielle-Saint-Girons,1441.0
71,71473,Saint-Racho,149.0
40,40150,Léon,2057.0
25,25315,L' Isle-sur-le-Doubs,2830.0
66,66197,Souanyas,34.0
61,61294,Mortrée,1134.0
70,70127,Chantes,107.0
16,16398,Verneuil,97.0
15,15141,Neussargues-Moissac,1653.0
57,57630,Sarrebourg,12359.0
59,59619,Villereau,1057.0
57,57600,Roussy-le-Village,1526.0
21,21021,Arc-sur-Tille,2600.0
59,59498,Reumont,343.0
93,93031,Épinay-sur-Seine,53489.0
74,74015,Arbusigny,1139.0
50,50040,Beauficel,116.0
62,62026,Ambricourt,119.0
25,25084,Boussières,1188.0
77,77464,Thorigny-sur-Marne,10405.0
25,25268,Germéfontaine,113.0
10,10431,Villiers-le-Bois,102.0
59,59407,Monchaux-sur-Écaillon,561.0
73,73205,Le Pontet,128.0
60,60675,Vignemont,424.0
79,79071,La Chapelle-Bertrand,461.0
46,46308,Soucirac,103.0
57,57691,Valmunster,83.0
57,57528,Oron,106.0
24,24253,Mareuil,2303.0
54,54003,Aboncourt,91.0
55,55051,Biencourt-sur-Orge,116.0
18,18214,Saint-Hilaire-de-Court,596.0
67,67030,Bergbieten,732.0
22,22012,La Bouillie,865.0
57,57575,Retonfey,1338.0
76,76262,Fesques,142.0
71,71385,Saint-Amour-Bellevue,571.0
26,26299,Sainte-Croix,103.0
33,33549,Villenave-de-Rions,373.0
78,78031,Auffreville-Brasseuil,655.0
72,72028,Beaumont-Pied-de-Boeuf,477.0
71,71302,Montagny-lès-Buxy,209.0
46,46134,Les Junies,259.0
71,71141,Colombier-en-Brionnais,314.0
69,69148,Orliénas,2590.0
84,84117,Saint-Roman-de-Malegarde,336.0
06,06077,Lucéram,1264.0
27,27218,Épaignes,1558.0
01,01284,Ozan,725.0
70,70231,Ferrières-lès-Ray,37.0
57,57667,Téterchen,773.0
42,42119,Leigneux,359.0
48,48069,Gatuzières,52.0
22,22218,Plougrescant,1153.0
37,37203,Rochecorbon,3220.0
74,74297,Versonnex,642.0
39,39403,Pagnoz,219.0
48,48090,Le Malzieu-Ville,741.0
23,23010,Augères,118.0
31,31130,Cazaril-Tambourès,82.0
61,61344,Rânes,1047.0
50,50550,Saint-Sauveur-Lendelin,3362.0
88,88174,Fomerey,143.0
2A,2A362,Zonza,2748.0
50,50413,Précey,575.0
06,06154,Valderoure,495.0
51,51524,Saron-sur-Aube,280.0
80,80556,Mons-Boubert,569.0
59,59285,Haspres,2642.0
25,25464,Les Pontets,133.0
24,24524,Savignac-de-Miremont,176.0
50,50569,Savigny,439.0
84,84105,Saignon,923.0
17,17461,Vaux-sur-Mer,3996.0
80,80787,Vercourt,96.0
82,82077,Labarthe,400.0
67,67508,Voellerdingen,419.0
44,44043,Clisson,7465.0
21,21424,Montagny-lès-Seurre,113.0
62,62050,Auchy-lès-Hesdin,1531.0
64,64524,Simacourbe,419.0
74,74027,La Balme-de-Thuy,452.0
73,73212,Randens,2012.0
76,76576,Saint-Eustache-la-Forêt,1233.0
60,60619,Silly-le-Long,1195.0
79,79112,Épannes,854.0
13,13089,Saint-Andiol,3380.0
68,68385,Zimmerbach,828.0
14,14482,Ouézy,236.0
60,60027,Auger-Saint-Vincent,526.0
33,33305,Le Nizan,507.0
80,80405,Hailles,413.0
2B,2B140,Lento,111.0
59,59293,Haverskerque,1401.0
66,66092,Lansac,91.0
77,77284,Meaux,55616.0
71,71404,Saint-Désert,902.0
39,39421,Le Pin,237.0
80,80180,Cavillon,95.0
02,02756,Urvillers,688.0
54,54081,Boismont,417.0
75,75102,Paris 2e  Arrondissement,21119.0
69,69142,La Mulatière,6595.0
58,58251,Saint-Loup,467.0
63,63209,Mareugheol,222.0
17,17159,Fléac-sur-Seugne,361.0
11,11278,Pech-Luna,75.0
38,38288,Oytier-Saint-Oblas,1720.0
57,57532,Pagny-lès-Goin,230.0
08,08049,Bar-lès-Buzancy,124.0
26,26325,Saint-Rambert-d'Albon,6913.0
71,71420,Saint-Germain-du-Plain,2329.0
51,51334,Luxémont-et-Villotte,453.0
88,88442,Sapois,632.0
51,51156,Cloyes-sur-Marne,123.0
66,66033,Camélas,457.0
02,02429,Lierval,124.0
64,64032,Araujuzon,182.0
16,16182,Lesterps,441.0
76,76020,Anneville-Ambourville,1168.0
76,76021,Annouville-Vilmesnil,455.0
62,62827,Tournehem-sur-la-Hem,1371.0
39,39323,Menotey,309.0
48,48025,Les Bessons,425.0
64,64350,Louhossoa,856.0
74,74124,Feigères,1816.0
52,52155,Culmont,524.0
25,25520,Saint-Juan,185.0
01,01447,Villereversure,1353.0
57,57114,Brouviller,428.0
02,02323,Fontaine-Uterte,136.0
46,46198,Montbrun,110.0
69,69190,Sainte-Consorce,2059.0
64,64359,Lucq-de-Béarn,924.0
88,88131,Deycimont,304.0
16,16139,Fleurac,240.0
02,02044,Bancigny,25.0
77,77205,Gesvres-le-Chapitre,146.0
48,48148,Saint-Étienne-Vallée-Française,496.0
17,17439,Taugon,772.0
62,62595,Moulle,1161.0
19,19019,Beaulieu-sur-Dordogne,1300.0
51,51110,Chaltrait,58.0
41,41013,Bauzy,273.0
64,64435,Osserain-Rivareyte,221.0
71,71257,Lessard-le-National,659.0
39,39399,Ounans,336.0
2A,2A198,Ota,491.0
21,21062,Bellenot-sous-Pouilly,222.0
21,21554,Saint-Jean-de-Losne,1020.0
54,54287,Lachapelle,264.0
01,01021,Ars-sur-Formans,1498.0
59,59516,Rubrouck,919.0
22,22295,Saint-Gilles-Vieux-Marché,328.0
71,71508,Savigny-sur-Seille,390.0
33,33232,Lartigue,40.0
44,44076,Jans,1399.0
52,52157,Curmont,11.0
16,16243,Nercillac,1038.0
40,40254,Saint-Cricq-du-Gave,438.0
63,63279,Picherande,315.0
64,64378,Menditte,206.0
50,50349,Montmartin-sur-Mer,1405.0
43,43034,Boisset,370.0
45,45074,La Chapelle-Onzerain,113.0
30,30042,Boisset-et-Gaujac,2591.0
27,27289,La Goulafrière,168.0
55,55228,Hannonville-sous-les-Côtes,536.0
12,12242,Saint-Rémy,305.0
40,40215,Ousse-Suzan,286.0
89,89423,Tronchoy,128.0
59,59323,Jenlain,1159.0
32,32016,Auradé,678.0
16,16025,Baignes-Sainte-Radegonde,1229.0
70,70530,Vellechevreux-et-Courbenans,117.0
33,33060,Bommes,442.0
69,69088,Fontaines-sur-Saône,7047.0
71,71244,Jouvençon,446.0
54,54587,Vitrey,191.0
62,62229,Cléty,814.0
65,65413,Sazos,144.0
29,29102,Landeleau,967.0
58,58261,Saint-Père,1046.0
09,09285,Seix,724.0
61,61487,Torchamp,301.0
88,88315,Mortagne,181.0
25,25619,Les Villedieu,210.0
58,58151,La Machine,3220.0
55,55225,Halles-sous-les-Côtes,139.0
88,88096,Châtillon-sur-Saône,108.0
35,35223,Plélan-le-Grand,4048.0
39,39392,Offlanges,190.0
73,73227,Saint-Bon-Tarentaise,2311.0
73,73049,Bonvillaret,143.0
12,12053,La Capelle-Balaguier,342.0
55,55551,Vigneulles-lès-Hattonchâtel,1574.0
64,64237,Gelos,3609.0
87,87015,Beynac,719.0
86,86121,Latillé,1471.0
62,62273,Doudeauville,618.0
46,46246,Saignes,75.0
59,59416,Morbecque,2509.0
24,24462,Saint-Médard-de-Mussidan,1648.0
28,28055,Le Boullay-Thierry,570.0
54,54562,Verdenal,136.0
17,17386,Saint-Pierre-du-Palais,340.0
60,60220,Espaubourg,503.0
65,65043,Astugue,266.0
68,68351,Vogelgrun,633.0
15,15165,Rouffiac,195.0
15,15175,Saint-Cernin,1055.0
59,59052,Bauvin,4999.0
64,64546,Urt,2339.0
28,28261,Montigny-le-Chartif,593.0
51,51550,Sompuis,266.0
38,38147,Doissin,882.0
22,22378,Trévérec,220.0
51,51140,Chaumuzy,362.0
22,22087,Kergrist-Moëlou,644.0
80,80416,Hangest-sur-Somme,762.0
02,02366,Hannapes,327.0
14,14049,Bazenville,142.0
65,65410,Sarrouilles,533.0
51,51378,Monthelon,346.0
22,22339,Taden,2563.0
88,88391,Rochesson,679.0
01,01211,Lent,1408.0
80,80098,Bettembos,102.0
21,21048,Barges,661.0
54,54037,Azelot,422.0
65,65389,Saint-Laurent-de-Neste,958.0
12,12215,Saint-Christophe-Vallon,1176.0
39,39581,Vitreux,264.0
48,48020,Bassurels,66.0
52,52274,Latrecey-Ormoy-sur-Aube,282.0
06,06095,Peymeinade,8256.0
56,56219,Saint-Guyomard,1426.0
62,62810,Thélus,1271.0
22,22291,Saint-Gildas,244.0
41,41142,Molineuf,2315.0
60,60200,Domfront,318.0
971,971118,Petit-Bourg,24272.0
88,88476,Totainville,117.0
50,50207,Golleville,168.0
30,30012,Aramon,4127.0
09,09332,Verniolle,2338.0
60,60326,Jonquières,596.0
68,68120,Hagenthal-le-Bas,1325.0
74,74024,Ayse,2274.0
88,88289,Martigny-les-Bains,797.0
55,55406,Pintheville,107.0
63,63393,Saint-Rémy-sur-Durolle,1749.0
60,60042,Bailleval,1472.0
87,87036,Champsac,673.0
25,25236,Fertans,309.0
55,55503,Taillancourt,123.0
26,26007,Ambonil,99.0
47,47173,Monclar,894.0
19,19245,Saint-Sylvain,133.0
63,63321,Saint-Babel,933.0
28,28099,Chuisnes,1101.0
64,64053,Arrien,200.0
54,54228,Giriviller,70.0
62,62168,Bourthes,842.0
21,21629,Thoisy-la-Berchère,308.0
73,73043,La Biolle,2896.0
28,28032,Beauvilliers,344.0
22,22013,Bourbriac,2126.0
68,68327,Stetten,341.0
62,62625,Noyelles-lès-Humières,56.0
48,48096,Meyrueis,784.0
39,39428,Plénisette,22.0
57,57240,Freyming-Merlebach,13027.0
11,11170,Gruissan,5096.0
76,76497,Petit-Couronne,8688.0
82,82102,Mansonville,306.0
76,76476,Notre-Dame-de-Gravenchon,10387.0
14,14494,Périers-en-Auge,122.0
82,82020,Bouillac,581.0
39,39461,Rix,80.0
47,47209,Pont-du-Casse,4173.0
15,15013,Auriac-l'Église,144.0
63,63066,Celles-sur-Durolle,1643.0
88,88201,Girancourt,882.0
59,59488,Raillencourt-Sainte-Olle,2128.0
15,15053,Coltines,431.0
60,60268,Gannes,346.0
02,02726,Sommette-Eaucourt,177.0
14,14572,Saint-Denis-de-Méré,765.0
47,47111,Granges-sur-Lot,587.0
54,54374,Moncel-sur-Seille,530.0
81,81097,Fréjairolles,1330.0
84,84129,Sorgues,19117.0
23,23156,Pontcharraud,83.0
35,35249,Sainte-Anne-sur-Vilaine,1037.0
38,38430,Saint-Mury-Monteymond,327.0
32,32417,La Sauvetat,413.0
37,37275,Villedômain,123.0
33,33468,Sainte-Radegonde,429.0
37,37249,Sonzay,1418.0
87,87144,Saint-Genest-sur-Roselle,531.0
77,77201,Gastins,703.0
80,80615,Ovillers-la-Boisselle,431.0
10,10330,Rouvres-les-Vignes,113.0
48,48018,Barjac,773.0
58,58137,Lamenay-sur-Loire,72.0
88,88338,Ortoncourt,81.0
76,76069,Belbeuf,2249.0
08,08172,Fligny,166.0
11,11271,Palairac,32.0
59,59183,Dunkerque,86788.0
54,54362,Mercy-le-Bas,1280.0
39,39350,Montbarrey,306.0
44,44108,Mouzillon,2883.0
30,30321,Sommières,5040.0
62,62888,Wierre-au-Bois,227.0
45,45194,Mardié,3011.0
21,21270,Flavignerot,223.0
50,50271,Lingeard,87.0
21,21046,Bard-le-Régulier,73.0
76,76537,Ronchois,185.0
70,70018,Ancier,518.0
15,15162,Riom-ès-Montagnes,2428.0
51,51488,Saint-Imoges,320.0
07,07081,Dompnac,71.0
50,50357,Morigny,70.0
22,22237,Pluduno,2208.0
46,46100,Faycelles,706.0
57,57062,Berg-sur-Moselle,442.0
16,16193,Louzac-Saint-André,982.0
37,37007,Assay,169.0
60,60058,Beauvoir,208.0
02,02080,Besny-et-Loizy,322.0
17,17295,Réaux,782.0
62,62812,Thiembronne,832.0
22,22223,Plouisy,2006.0
22,22170,Plaine-Haute,1684.0
04,04224,Ubraye,99.0
77,77415,Saint-Jean-les-Deux-Jumeaux,1285.0
87,87143,Saint-Gence,2213.0
27,27466,Le Plessis-Sainte-Opportune,344.0
60,60190,Cuvergnon,304.0
62,62759,Saint-Martin-Choquel,454.0
55,55501,Stainville,379.0
68,68068,Dannemarie,2264.0
54,54530,Tramont-Lassus,89.0
09,09007,Allières,74.0
59,59237,Flêtre,969.0
22,22043,Coëtlogon,217.0
55,55473,Saulx-lès-Champlon,109.0
59,59452,Ostricourt,5829.0
09,09001,Aigues-Juntes,58.0
47,47023,Beaugas,337.0
25,25240,Les Fins,3109.0
63,63274,Perpezat,425.0
27,27672,Vascoeuil,339.0
65,65194,Générest,94.0
76,76071,Bellengreville,472.0
17,17020,Arthenac,345.0
64,64415,Navailles-Angos,1536.0
67,67202,Hochfelden,4042.0
80,80609,Oneux,438.0
39,39262,Gredisans,132.0
78,78337,Limetz-Villez,2025.0
2A,2A001,Afa,3336.0
09,09124,Le Fossat,1051.0
55,55544,Velosnes,144.0
77,77449,Serris,9706.0
04,04194,Saint-Pierre,96.0
38,38384,Saint-Étienne-de-Saint-Geoirs,3279.0
02,02034,Audignicourt,116.0
69,69283,Mions,13707.0
33,33271,Marions,216.0
46,46222,Pomarède,192.0
76,76264,Flamanville,471.0
54,54165,Dommartemont,570.0
30,30025,Aumessas,241.0
14,14383,Louvigny,2646.0
76,76741,Villainville,292.0
88,88240,Herpelmont,274.0
77,77200,Garentreville,122.0
86,86079,La Roche-Rigault,559.0
55,55335,Ménil-sur-Saulx,247.0
76,76082,Bernières,637.0
59,59074,Bertry,2148.0
09,09238,Les Pujols,851.0
2B,2B023,Asco,116.0
29,29294,Le Tréhou,640.0
76,76144,Bretteville-Saint-Laurent,161.0
72,72047,Brette-les-Pins,2123.0
68,68286,Rosenau,2380.0
86,86196,Pouançay,233.0
88,88494,Vaubexy,120.0
03,03089,Coutansouze,156.0
2B,2B263,Rospigliani,70.0
38,38091,Châteauvilain,747.0
45,45024,Baule,2025.0
57,57715,Vigny,389.0
77,77290,Méry-sur-Marne,696.0
62,62343,Fontaine-lès-Croisilles,260.0
14,14613,Saint-Marcouf,88.0
09,09101,Coussa,290.0
85,85175,Les Pineaux,668.0
25,25189,Dammartin-les-Templiers,195.0
03,03144,Liernolles,205.0
90,90013,Bethonvilliers,240.0
21,21644,Trochères,168.0
73,73161,Montagny,647.0
69,69248,Thizy-les-Bourgs,5869.0
58,58160,Marzy,3675.0
59,59287,Haucourt-en-Cambrésis,191.0
02,02588,Pargnan,66.0
81,81077,Curvalle,387.0
03,03194,Naves,128.0
69,69273,Corbas,10932.0
34,34147,Magalas,3478.0
78,78475,Osmoy,404.0
42,42220,Saint-Forgeux-Lespinasse,602.0
68,68113,Guémar,1438.0
55,55055,Blanzée,13.0
61,61104,La Chaux,52.0
54,54060,Belleville,1493.0
61,61041,Bellou-le-Trichard,200.0
88,88429,Saint-Nabord,3993.0
70,70067,Betoncourt-lès-Brotte,118.0
44,44213,Varades,7517.0
30,30194,Peyremale,275.0
81,81246,Sainte-Cécile-du-Cayrou,115.0
36,36168,Prissac,579.0
16,16330,Saint-Laurent-de-Cognac,824.0
82,82042,Cazes-Mondenard,1214.0
31,31034,Auzas,225.0
31,31481,Sainte-Foy-de-Peyrolières,2100.0
56,56260,Vannes,54420.0
01,01390,Saint-Vulbas,1234.0
27,27237,Le Favril,177.0
41,41135,Mennetou-sur-Cher,875.0
31,31483,Saint-Gaudens,11613.0
25,25578,Valdahon,5724.0
88,88454,Sercoeur,225.0
72,72024,La Bazoge,3699.0
67,67227,Itterswiller,224.0
73,73225,Saint-Baldoph,2706.0
47,47120,Jusix,96.0
14,14352,Landelles-et-Coupigny,837.0
89,89312,Précy-le-Sec,241.0
29,29112,Lanildut,962.0
66,66005,Angoustrine-Villeneuve-des-Escaldes,554.0
57,57634,Saulny,1559.0
62,62583,Mondicourt,558.0
06,06052,Cuébris,148.0
21,21295,Gevrey-Chambertin,3049.0
71,71094,La Chapelle-sous-Brancion,140.0
02,02135,Buironfosse,1136.0
62,62554,Maresville,98.0
64,64495,Saint-Pée-sur-Nivelle,7170.0
31,31309,Lussan-Adeilhac,235.0
39,39236,Francheville,46.0
18,18218,Saint-Just,650.0
57,57219,Flévy,574.0
72,72381,Voivres-lès-le-Mans,1359.0
77,77443,Sancy,389.0
57,57745,Wiesviller,911.0
55,55375,Nantillois,63.0
51,51227,Écury-sur-Coole,480.0
67,67338,Obenheim,1358.0
53,53172,Origné,398.0
01,01378,Saint-Maurice-de-Gourdans,2748.0
67,67410,Rosenwiller,647.0
01,01004,Ambérieu-en-Bugey,14854.0
09,09236,Prayols,367.0
01,01196,Jayat,1259.0
09,09073,Camarade,203.0
76,76160,Carville-la-Folletière,418.0
47,47080,Dévillac,149.0
2B,2B241,Poggio-Marinaccio,33.0
17,17158,Ferrières,1345.0
37,37073,Chisseaux,575.0
04,04055,Chaudon-Norante,185.0
02,02647,Ribeauville,68.0
65,65069,La Barthe-de-Neste,1234.0
74,74259,Le Sappey,447.0
21,21579,Salives,207.0
71,71416,Saint-Gengoux-de-Scissé,580.0
72,72266,Saint-Aubin-de-Locquenay,748.0
10,10419,Villemoyenne,734.0
31,31276,Larroque,291.0
02,02282,Eppes,432.0
14,14063,Bernesq,212.0
32,32294,Mourède,72.0
68,68192,Valdieu-Lutran,427.0
17,17201,La Laigne,488.0
64,64154,Bussunarits-Sarrasquette,209.0
44,44045,Cordemais,3880.0
44,44128,Plessé,5257.0
12,12176,Onet-le-Château,11873.0
90,90095,Suarce,436.0
01,01115,Confrançon,1348.0
39,39001,Abergement-la-Ronce,841.0
93,93078,Villepinte,38725.0
71,71089,La Chapelle-de-Bragny,234.0
67,67287,Melsheim,567.0
03,03154,Luneau,272.0
50,50086,Brillevast,322.0
55,55445,Rouvrois-sur-Othain,192.0
47,47094,Fauguerolles,815.0
24,24087,Castels,808.0
62,62203,Campagne-lès-Guines,426.0
63,63177,Isserteaux,417.0
36,36162,Poulaines,817.0
41,41134,Menars,630.0
37,37013,Avrillé-les-Ponceaux,469.0
68,68106,Goldbach-Altenbach,273.0
24,24550,Thenon,1257.0
51,51059,Bignicourt-sur-Marne,372.0
34,34154,Mauguio,16596.0
53,53175,Parné-sur-Roc,1385.0
27,27324,Hébécourt,623.0
06,06017,Bézaudun-les-Alpes,258.0
41,41201,Saint-Arnoult,319.0
39,39196,Les Deux-Fays,123.0
78,78497,Poigny-la-Forêt,900.0
10,10281,Le Pavillon-Sainte-Julie,282.0
64,64088,Balansun,308.0
34,34183,Nissan-lez-Enserune,4049.0
59,59252,Frelinghien,2581.0
73,73071,Champagny-en-Vanoise,552.0
45,45343,Villevoques,201.0
57,57629,Sarraltroff,786.0
68,68105,Gildwiller,261.0
39,39040,Barretaine,186.0
32,32410,Samatan,2429.0
61,61346,Le Renouard,203.0
12,12162,Moyrazès,1075.0
63,63124,Cournon-d'Auvergne,20193.0
73,73204,Le Pont-de-Beauvoisin,2087.0
10,10342,Saint-Jean-de-Bonneval,403.0
76,76389,Lintot-les-Bois,189.0
57,57326,Hinckange,336.0
68,68112,Guebwiller,11137.0
51,51638,Villeseneux,202.0
69,69039,Chamelet,700.0
77,77280,Mary-sur-Marne,1114.0
60,60429,Morangles,403.0
42,42170,Perreux,2099.0
25,25266,Geney,122.0
88,88252,Jésonville,145.0
51,51146,Cheniers,115.0
79,79283,Sainte-Néomaye,1334.0
21,21652,Vandenesse-en-Auxois,295.0
60,60162,Corbeil-Cerf,306.0
55,55394,Ornes,7.0
28,28005,Alluyes,754.0
05,05008,Aspremont,366.0
58,58205,Ouroux-en-Morvan,599.0
48,48167,Saint-Laurent-de-Veyrès,37.0
17,17401,Saint-Séverin-sur-Boutonne,94.0
38,38104,Chimilin,1403.0
73,73268,Saint-Paul-sur-Isère,524.0
59,59537,Saint-Martin-sur-Écaillon,500.0
27,27020,Arnières-sur-Iton,1659.0
08,08467,Vaux-Montreuil,107.0
95,95042,Baillet-en-France,1893.0
36,36089,Jeu-les-Bois,407.0
57,57024,Antilly,191.0
65,65300,Marsas,66.0
59,59110,Brouckerque,1444.0
36,36142,Niherne,1493.0
12,12058,Cassuéjouls,106.0
32,32440,Tasque,245.0
13,13204,Marseille 4e  Arrondissement,50068.0
04,04037,Le Caire,74.0
30,30139,Lanuéjols,339.0
11,11124,Durban-Corbières,648.0
39,39534,La Tour-du-Meix,256.0
87,87019,Boisseuil,2994.0
83,83008,Bagnols-en-Forêt,2909.0
89,89161,Étivey,190.0
33,33405,Saint-Genès-de-Blaye,498.0
62,62121,Beugnâtre,182.0
63,63049,Bouzel,721.0
12,12262,Sauveterre-de-Rouergue,716.0
29,29006,Bénodet,3790.0
60,60591,Saint-Paul,1592.0
58,58002,Alligny-Cosne,917.0
15,15048,Chazelles,31.0
94,94046,Maisons-Alfort,58068.0
62,62515,Ligny-Thilloy,521.0
47,47124,Lacaussade,207.0
65,65407,Sarp,108.0
71,71165,Cussy-en-Morvan,363.0
45,45279,Saint-Germain-des-Prés,1877.0
17,17261,Neuvicq-le-Château,327.0
68,68178,Lautenbachzell,952.0
57,57138,Chenois,82.0
59,59109,Brillon,773.0
62,62729,Rumilly,243.0
01,01356,Saint-Georges-sur-Renon,199.0
69,69293,Sathonay-Village,2423.0
76,76733,Ventes-Saint-Rémy,223.0
32,32305,Panjas,425.0
01,01012,Aranc,327.0
43,43115,Laussonne,1017.0
79,79030,Beaussais-Vitré,954.0
73,73231,Saint-Étienne-de-Cuines,1200.0
62,62480,Labourse,2894.0
62,62286,Ecquedecques,509.0
21,21248,Éringes,57.0
65,65268,Layrisse,237.0
53,53157,Montigné-le-Brillant,1330.0
39,39299,Longwy-sur-le-Doubs,490.0
26,26229,La Penne-sur-l'Ouvèze,95.0
11,11096,Comus,32.0
17,17479,Virollet,303.0
21,21454,Nicey,107.0
11,11211,Magrie,538.0
69,69110,Larajasse,1834.0
62,62137,Blangerval-Blangermont,91.0
63,63415,Sauxillanges,1315.0
10,10218,Maisons-lès-Chaource,169.0
74,74097,Cusy,1849.0
67,67190,Hengwiller,195.0
87,87028,Bussière-Poitevine,1691.0
08,08174,Floing,2285.0
60,60571,Saint-Deniscourt,81.0
51,51624,Ville-en-Tardenois,650.0
39,39552,Vernantois,291.0
49,49370,Verrie,466.0
38,38055,Brangues,627.0
72,72250,Rahay,154.0
2B,2B335,Valle-di-Campoloro,347.0
17,17147,Écoyeux,1396.0
27,27579,Saint-Ouen-de-Pontcheuil,101.0
27,27139,Chambord,178.0
57,57071,Bettborn,388.0
86,86228,Saint-Laurent-de-Jourdes,199.0
15,15110,Lugarde,121.0
61,61284,Montchevrel,223.0
63,63402,Saint-Victor-Montvianeix,259.0
